,file_name,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,duration,emotion
24136,./data/boredom/DE-wav/08a02La.wav,52.343,1.838,-0.63,-1.594,-1.094,-0.662,-0.422,-0.486,0.019,0.545,0.386,0.182,0.148,1.734,boredom
24142,./data/boredom/DE-wav/11b09Ld.wav,51.477,3.928,1.009,-0.68,-0.404,-0.203,-0.483,-0.253,-0.52,-0.364,-0.445,-0.551,-0.362,3.377,boredom
24145,./data/boredom/DE-wav/14a05Lb.wav,48.459,2.958,-0.294,-0.891,-0.257,0.06,-0.15,-0.406,-0.551,0.099,-0.047,0.038,0.034,3.519,boredom
24152,./data/boredom/DE-wav/14b03Lb.wav,49.914,2.429,-0.712,-1.156,-1.038,-0.106,-0.826,-0.636,-0.567,0.264,0.128,0.178,0.183,3.58,boredom
24178,./data/boredom/DE-wav/16a05La.wav,46.77,1.657,-0.261,-1.847,-0.612,-0.387,-0.615,-0.322,-0.064,0.399,0.403,0.442,0.054,4.051,boredom
24191,./data/boredom/DE-wav/14a07Ld.wav,52.044,3.069,0.204,-1.564,-0.812,-0.197,-0.406,-0.467,-0.449,0.651,0.483,0.318,-0.114,2.292,boredom
24207,./data/boredom/DE-wav/15b03Lc.wav,52.777,3.067,0.821,0.6,-0.635,0.285,-0.139,-0.309,-0.303,-0.101,-0.4,-0.213,-0.228,3.666,boredom
24214,./data/boredom/DE-wav/08a07La.wav,52.043,3.319,0.001,-1.224,-1.038,-0.704,-0.395,-0.22,0.135,0.928,0.099,-0.239,-0.297,2.524,boredom
24215,./data/boredom/DE-wav/13b01Ld.wav,50.627,2.72,-0.179,-1.648,-0.658,-0.507,0.009,-0.428,-0.067,0.241,0.33,0.058,0.304,2.674,boredom
24226,./data/boredom/DE-wav/16a02Lb.wav,50.288,0.43,-0.126,-1.744,-0.62,-0.841,-0.732,-0.085,0.205,0.671,0.247,0.078,0.09,2.081,boredom
24227,./data/boredom/DE-wav/08a04La.wav,54.241,1.562,-0.616,-1.52,-1.42,-0.901,-0.928,-0.709,-0.035,0.608,-0.123,-0.037,0.345,2.086,boredom
24248,./data/boredom/DE-wav/13a05Lc.wav,51.12,3.005,0.178,-1.117,-0.948,-0.598,-0.165,-0.366,-0.492,-0.011,0.252,0.499,0.561,3.353,boredom
24252,./data/boredom/DE-wav/13a07Lb.wav,52.01,3.36,0.334,-1.625,-1.174,-0.465,-0.542,-0.416,-0.395,0.337,-0.02,-0.106,0.043,2.264,boredom
24264,./data/boredom/DE-wav/13b03Lb.wav,53.09,3.987,0.782,-0.464,-0.847,-0.004,-0.486,-0.334,-0.423,0.055,-0.032,0.112,0.303,3.885,boredom
24281,./data/boredom/DE-wav/08a05Lc.wav,49.274,1.923,-0.492,-1.344,-0.633,-0.395,-0.137,-0.145,0.328,0.895,0.441,0.278,0.071,4.188,boredom
24295,./data/boredom/DE-wav/12a07La.wav,54.212,1.841,-0.871,-1.18,-0.941,-0.077,-0.498,-0.341,-0.31,-0.07,-0.169,0.007,0.252,2.351,boredom
24316,./data/boredom/DE-wav/11b10Ld.wav,50.309,4.036,1.707,-0.102,-0.405,0.251,-0.04,0.071,-0.303,-0.114,-0.384,-0.413,-0.273,3.324,boredom
24323,./data/boredom/DE-wav/03b09La.wav,51.4,3.2,0.541,-1.667,-0.455,-0.076,-0.272,-0.05,-0.377,-0.366,-0.51,-0.327,-0.219,3.113,boredom
24333,./data/boredom/DE-wav/09a04La.wav,54.03,2.328,0.452,-0.97,-0.991,-0.785,-0.584,-0.166,0.035,0.307,-0.421,-0.266,-0.065,1.528,boredom
24343,./data/boredom/DE-wav/09a02La.wav,51.182,2.218,0.267,-1.201,-0.755,-0.466,-0.281,-0.315,0.013,0.338,-0.096,-0.111,0.16,1.52,boredom
24365,./data/boredom/DE-wav/13a01Lb.wav,53.438,2.132,-0.07,-1.092,-0.764,-0.375,-0.585,-0.367,-0.329,0.025,0.053,0.109,0.289,2.005,boredom
24371,./data/boredom/DE-wav/15b09La.wav,50.42,3.141,1.646,-0.195,-0.474,0.178,-0.138,-0.222,-0.391,-0.074,-0.418,-0.183,-0.245,3.218,boredom
24373,./data/boredom/DE-wav/16b09Lb.wav,49.109,1.513,-0.351,-1.955,0.101,-1.177,-0.815,-0.398,-0.439,-0.048,-0.201,0.055,0.07,3.186,boredom
24394,./data/boredom/DE-wav/12b10Ld.wav,51.952,2.619,-0.514,-1.268,-0.933,-0.174,-0.328,-0.538,-0.519,-0.266,-0.382,-0.412,-0.106,3.02,boredom
24434,./data/boredom/DE-wav/16a01Lb.wav,47.956,0.186,-0.395,-2.372,0.035,-0.618,-0.676,-0.089,0.007,0.521,0.303,0.007,-0.078,2.034,boredom
24449,./data/boredom/DE-wav/16b10Lb.wav,50.466,1.961,-0.089,-2.074,-0.58,-0.979,-0.705,-0.674,-0.531,-0.131,-0.096,0.181,0.015,3.443,boredom
24456,./data/boredom/DE-wav/12a01Lb.wav,34.001,1.68,-0.323,-0.357,-0.538,0.367,-0.55,-0.26,-0.29,-0.161,-0.317,-0.229,-0.102,1.887,boredom
24461,./data/boredom/DE-wav/03a04Lc.wav,51.952,2.576,-0.388,-1.023,-0.269,0.038,-0.652,-0.182,-0.304,-0.326,-0.493,-0.296,-0.262,1.931,boredom
24463,./data/boredom/DE-wav/15a02La.wav,53.796,3.143,1.692,0.017,-0.548,0.432,0.017,-0.032,-0.338,-0.144,-0.437,-0.318,-0.341,1.697,boredom
24468,./data/boredom/DE-wav/13a04Lb.wav,52.806,2.249,-0.479,-1.248,-0.641,-0.593,-0.674,-0.232,-0.418,-0.127,-0.387,-0.017,0.448,2.247,boredom
24474,./data/boredom/DE-wav/09a05Lc.wav,50.557,2.792,0.539,-0.627,-0.164,-0.296,-0.181,-0.453,0.131,0.462,-0.083,-0.1,0.181,3.367,boredom
24483,./data/boredom/DE-wav/15b01Lb.wav,53.799,3.784,2.342,-0.793,-0.257,0.014,0.132,-0.013,-0.509,-0.041,-0.413,-0.285,-0.239,2.327,boredom
24488,./data/boredom/DE-wav/13b09La.wav,52.529,3.612,0.681,-1.119,-0.682,-0.4,-0.326,-0.686,-0.7,-0.126,0.153,0.124,0.358,2.59,boredom
24497,./data/boredom/DE-wav/08b09Lc.wav,51.693,3.298,0.344,-1.152,-1.244,-0.959,-0.572,-0.763,-0.296,0.313,-0.215,-0.091,0.096,3.891,boredom
24540,./data/boredom/DE-wav/14b09Lb.wav,51.037,2.216,-0.884,-1.466,-0.832,-0.227,-0.595,-0.568,-0.517,0.486,0.266,0.1,0.177,3.05,boredom
24545,./data/boredom/DE-wav/15b10Lc.wav,53.299,3.904,1.581,-0.415,-0.527,0.071,-0.026,-0.31,-0.293,-0.149,-0.476,-0.309,-0.29,2.468,boredom
24586,./data/boredom/DE-wav/16a07Lb.wav,50.834,1.599,0.497,-2.107,-0.394,-0.879,-0.968,-0.602,-0.48,0.261,-0.043,0.178,0.125,2.167,boredom
24595,./data/boredom/DE-wav/11b03Lc.wav,50.941,3.179,0.424,0.292,-0.894,0.052,-0.515,-0.322,-0.503,-0.384,-0.477,-0.52,-0.458,4.453,boredom
24596,./data/boredom/DE-wav/13a02Lc.wav,52.643,3.453,0.071,-1.017,-0.915,-0.087,-0.227,-0.46,-0.203,0.091,0.089,-0.045,0.172,1.784,boredom
24608,./data/boredom/DE-wav/15a07Ld.wav,52.329,2.891,1.758,-0.473,-0.602,0.017,-0.166,-0.105,-0.4,-0.005,-0.467,-0.162,-0.224,1.802,boredom
24652,./data/boredom/DE-wav/16b03La.wav,51.66,0.963,-0.471,-2.108,-1.063,-0.898,-1.424,-0.372,-0.211,0.44,0.527,0.524,0.177,4.036,boredom
24669,./data/boredom/DE-wav/10a07La.wav,53.879,3.187,0.465,-0.946,-0.88,0.584,-0.185,-0.584,-0.269,-0.37,-0.66,-0.19,-0.03,1.99,boredom
24676,./data/boredom/DE-wav/11a01Ld.wav,50.768,2.541,1.024,-0.231,-0.419,0.342,-0.468,-0.122,-0.369,-0.129,-0.343,-0.279,-0.285,2.082,boredom
24721,./data/boredom/DE-wav/16a04Lc.wav,51.595,1.022,0.326,-1.505,-0.829,-1.054,-1.074,-0.451,-0.59,-0.176,-0.239,0.165,0.087,2.654,boredom
24732,./data/boredom/DE-wav/10b03La.wav,55.582,2.816,-0.385,-0.891,-0.973,0.318,-0.618,-0.907,-0.44,-0.391,-0.86,-0.521,-0.327,3.829,boredom
24733,./data/boredom/DE-wav/11a07Ld.wav,51.628,3.596,0.418,-1.479,-0.573,-0.498,-1.065,-0.305,-0.73,-0.693,-0.523,-0.43,-0.183,1.795,boredom
24741,./data/boredom/DE-wav/09b03Lb.wav,53.069,1.975,0.412,-1.127,-1.552,-0.91,-0.875,-0.617,-0.457,-0.054,-0.354,-0.081,0.174,3.918,boredom
24751,./data/boredom/DE-wav/03a07La.wav,52.771,3.311,0.802,-1.049,-0.577,0.092,-0.51,0.159,-0.394,-0.151,-0.533,-0.281,-0.138,2.402,boredom
24767,./data/boredom/DE-wav/10b09Lb.wav,54.193,3.63,0.621,-1.5,-0.585,0.54,-0.442,-0.743,-0.274,-0.446,-0.709,-0.365,-0.268,2.949,boredom
24778,./data/boredom/DE-wav/14b10Lb.wav,50.957,1.751,-0.987,-2.17,-1.147,-0.551,-0.703,-0.707,-0.593,0.45,-0.12,-0.205,-0.142,2.138,boredom
24792,./data/boredom/DE-wav/14a07Lc.wav,49.098,2.709,0.391,-1.145,-0.43,0.058,-0.174,-0.156,-0.196,0.696,0.432,0.475,0.233,2.995,boredom
24806,./data/boredom/DE-wav/14a02La.wav,49.842,3.0,-0.119,-0.949,-0.557,-0.22,-0.454,-0.567,-0.697,-0.085,-0.141,-0.117,0.187,1.951,boredom
24844,./data/boredom/DE-wav/16b01Lc.wav,51.61,1.778,0.635,-2.751,-0.531,-1.118,-0.598,-0.599,-0.303,0.38,0.388,0.589,0.494,2.466,boredom
24846,./data/boredom/DE-wav/03b01Lb.wav,50.919,2.749,0.648,-1.864,-0.019,-0.27,-0.304,-0.145,-0.484,-0.253,-0.557,-0.251,-0.242,2.879,boredom
24856,./data/boredom/DE-wav/13b10La.wav,53.7,4.413,0.07,-1.565,-0.96,-0.277,-0.274,-0.493,-0.371,0.181,0.173,0.597,0.886,2.348,boredom
24857,./data/boredom/DE-wav/08b03Lc.wav,53.235,2.401,-0.551,-0.863,-1.441,-0.933,-0.53,-0.457,-0.142,0.556,0.172,0.098,-0.109,4.526,boredom
24864,./data/boredom/DE-wav/16a04La.wav,50.399,0.759,0.381,-2.267,-0.801,-0.593,-1.109,-0.402,-0.425,0.018,-0.006,0.152,0.115,2.029,boredom
24873,./data/boredom/DE-wav/08a01Lc.wav,48.598,1.208,-0.337,-1.11,-0.911,-0.433,-0.555,-0.114,0.196,0.623,0.342,0.117,-0.147,2.017,boredom
24896,./data/boredom/DE-wav/16b02Lb.wav,51.898,0.791,-0.739,-2.117,-0.634,-0.615,-1.212,-0.517,-0.24,0.411,0.124,0.422,0.105,3.399,boredom
24922,./data/boredom/DE-wav/08b01Lb.wav,51.765,2.642,-0.025,-1.605,-0.584,-0.668,-0.019,-0.441,0.032,0.539,0.05,0.018,0.272,3.487,boredom
24951,./data/boredom/DE-wav/15b02Lb.wav,53.365,3.13,1.006,0.632,-0.076,0.302,-0.066,-0.181,-0.336,-0.191,-0.475,-0.271,-0.405,2.956,boredom
24964,./data/boredom/DE-wav/12a05Lb.wav,50.398,2.313,-0.545,-1.158,-0.828,-0.048,-0.287,-0.38,-0.439,-0.216,-0.378,-0.233,-0.049,3.828,boredom
24976,./data/boredom/DE-wav/08b02La.wav,50.164,2.562,-0.577,-1.11,-1.024,-0.786,-0.583,-0.403,-0.242,0.272,-0.049,0.155,0.203,3.458,boredom
24977,./data/boredom/DE-wav/11a02Ld.wav,52.75,3.547,0.97,-1.122,-0.517,0.315,-0.562,-0.209,-0.552,-0.295,-0.541,-0.376,-0.266,1.606,boredom
24984,./data/boredom/DE-wav/13b02Lc.wav,51.448,3.572,-0.12,-0.334,-0.882,-0.225,-0.448,-0.376,-0.446,0.015,0.104,0.158,0.354,3.804,boredom
24995,./data/boredom/DE-wav/16b09La.wav,51.924,0.988,-0.669,-1.873,-1.146,-0.804,-0.504,-0.266,0.324,1.089,0.623,0.007,-0.497,3.066,boredom
24996,./data/boredom/DE-wav/12b03La.wav,54.073,1.469,-1.547,-0.915,-1.219,-0.168,-0.967,-0.515,-0.248,-0.23,-0.286,0.025,0.159,3.945,boredom
25009,./data/boredom/DE-wav/16a07La.wav,53.12,1.32,0.425,-2.415,-0.987,-0.802,-0.834,-0.347,-0.104,0.563,0.292,0.548,0.531,2.075,boredom
25036,./data/boredom/DE-wav/14a04Lb.wav,49.373,2.335,-0.443,-1.461,-0.668,-0.274,-0.785,-0.53,-0.734,0.26,-0.059,-0.194,-0.103,1.943,boredom
25049,./data/boredom/DE-wav/03b02La.wav,51.084,3.044,-0.153,-0.746,-0.101,0.183,-0.395,0.024,-0.344,-0.233,-0.394,-0.299,-0.201,3.465,boredom
25052,./data/boredom/DE-wav/10a02Lb.wav,53.645,3.616,0.482,-1.238,-0.445,0.514,-0.398,-0.683,-0.08,-0.447,-0.659,-0.134,-0.205,1.592,boredom
25075,./data/boredom/DE-wav/10b02La.wav,55.177,3.746,0.038,-0.421,-1.08,0.69,0.073,-0.638,-0.484,-0.256,-0.639,-0.312,-0.421,2.691,boredom
25109,./data/boredom/DE-wav/15a01La.wav,54.222,2.06,1.324,0.157,-0.17,0.454,-0.415,-0.073,-0.335,-0.045,-0.375,-0.257,-0.27,1.563,boredom
25115,./data/boredom/DE-wav/08b10La.wav,52.111,3.439,-0.246,-1.76,-1.424,-1.108,-0.433,-0.836,-0.391,0.162,-0.193,0.047,0.156,2.797,boredom
25121,./data/boredom/DE-wav/11a05Lc.wav,50.524,2.981,1.16,0.166,-0.748,0.152,0.132,-0.04,-0.581,-0.44,-0.415,-0.291,-0.317,4.066,boredom
25129,./data/boredom/DE-wav/10a05Ld.wav,52.611,3.181,0.367,-1.362,-0.564,0.41,-0.403,-0.505,-0.368,-0.377,-0.731,-0.32,-0.372,3.296,boredom
25154,./data/boredom/DE-wav/10b01Lb.wav,52.807,3.553,1.396,-1.652,-0.767,0.379,-0.115,-0.564,-0.521,-0.166,-0.796,-0.301,-0.208,2.057,boredom
25195,./data/boredom/DE-wav/16b01La.wav,50.751,1.814,0.868,-2.118,-0.819,-0.966,-0.312,-0.466,-0.378,0.129,0.107,0.243,0.014,2.944,boredom
25211,./data/boredom/DE-wav/11b01Lb.wav,51.939,3.009,1.364,-1.462,0.172,-0.325,-0.418,-0.377,-0.445,-0.363,-0.51,-0.361,-0.358,2.794,boredom
25226,./data/boredom/DE-wav/15a05Lb.wav,48.68,3.091,1.314,-0.068,-0.275,0.387,0.282,-0.171,-0.331,-0.043,-0.348,-0.184,-0.388,3.32,boredom
25261,./data/fear/DE-wav/13b03Ac.wav,52.966,1.508,0.526,-1.046,-0.904,-0.253,-0.343,0.224,0.447,1.179,0.867,0.767,-0.005,3.308,fear
25264,./data/fear/DE-wav/14a05Aa.wav,50.415,0.734,-0.371,-1.305,-0.519,0.065,-0.04,-0.202,0.376,1.235,1.063,0.62,0.12,2.588,fear
25276,./data/fear/DE-wav/14b01Ac.wav,48.592,-0.574,-0.907,-1.946,-0.709,-0.023,0.758,1.249,1.476,0.821,-0.634,-0.866,0.111,2.344,fear
25294,./data/fear/DE-wav/16a05Ab.wav,49.069,-1.601,-1.126,-1.952,-0.723,-0.107,0.379,1.055,1.453,0.832,-0.54,-0.41,-0.099,2.901,fear
25298,./data/fear/DE-wav/11b01Ab.wav,51.504,1.815,0.628,-1.399,-1.078,-0.973,-0.261,-0.525,-0.855,-0.415,-0.305,-0.25,-0.232,2.024,fear
25307,./data/fear/DE-wav/10a07Aa.wav,54.019,0.383,1.115,-1.99,-0.802,-0.556,-0.743,-0.729,-0.335,-0.21,-0.191,0.339,0.48,1.596,fear
25322,./data/fear/DE-wav/11a05Ad.wav,49.204,1.54,0.29,-0.693,-0.56,-0.26,-0.048,-0.232,-0.371,-0.044,-0.005,0.184,0.318,2.916,fear
25325,./data/fear/DE-wav/10a02Ab.wav,49.275,1.313,0.959,-1.04,-0.614,0.339,-0.191,-0.569,0.015,-0.05,-0.122,0.139,0.441,1.608,fear
25337,./data/fear/DE-wav/08a02Ab.wav,48.823,0.259,-0.665,-1.214,-0.96,-0.654,0.043,0.301,1.073,1.378,0.402,-0.125,-0.015,1.584,fear
25339,./data/fear/DE-wav/08b01Aa.wav,48.434,1.021,0.16,-1.265,-0.429,-0.452,0.67,0.572,0.976,1.099,0.547,-0.161,-0.195,2.677,fear
25370,./data/fear/DE-wav/11b02Ab.wav,51.545,1.987,-0.061,-0.342,-0.654,-0.558,-0.497,-0.34,-0.703,-0.429,-0.327,-0.118,-0.058,2.49,fear
25380,./data/fear/DE-wav/08a02Ac.wav,45.651,0.758,0.549,-0.443,-0.691,-0.586,0.188,0.209,0.508,0.861,0.457,0.157,0.095,1.686,fear
25385,./data/fear/DE-wav/16b02Aa.wav,46.661,-2.639,-1.191,-1.496,-0.628,0.009,0.344,1.435,1.119,0.068,-1.131,0.041,-0.106,3.004,fear
25391,./data/fear/DE-wav/15a02Ac.wav,49.49,1.021,0.411,-1.213,-1.057,-0.593,-0.468,-0.347,-0.228,0.171,0.176,0.211,0.27,1.893,fear
25392,./data/fear/DE-wav/14b09Ac.wav,52.629,0.563,-0.823,-2.354,-1.008,-0.574,-0.252,-0.159,0.508,1.854,1.152,0.231,-0.492,2.288,fear
25393,./data/fear/DE-wav/16b10Aa.wav,50.054,-0.784,-0.74,-2.041,-0.87,-0.763,-0.023,0.595,1.143,1.282,-0.04,-0.593,-0.189,2.583,fear
25403,./data/fear/DE-wav/14b10Ad.wav,52.519,1.199,-0.92,-2.59,-1.349,-1.006,-0.521,-0.593,-0.162,1.047,1.28,0.99,0.477,1.966,fear
25445,./data/fear/DE-wav/12a02Ac.wav,52.836,1.082,-0.183,-0.523,-0.846,-0.358,-0.352,-0.248,-0.38,-0.194,-0.14,-0.021,0.242,1.226,fear
25453,./data/fear/DE-wav/15a07Ac.wav,50.853,1.401,0.176,-1.912,-1.573,-0.657,-0.605,-0.767,-0.396,0.066,-0.088,0.176,0.634,1.811,fear
25468,./data/fear/DE-wav/11a01Aa.wav,51.139,1.305,0.613,-0.093,-0.238,-0.273,-0.086,-0.304,-0.516,-0.335,-0.38,-0.348,-0.432,1.557,fear
25488,./data/fear/DE-wav/16b03Ad.wav,48.399,-1.839,-1.516,-1.914,-1.077,-0.346,0.002,1.364,1.511,0.997,-0.91,-0.98,-0.091,3.216,fear
25515,./data/fear/DE-wav/14a02Ab.wav,51.022,0.32,-0.557,-2.266,-1.232,-0.521,-0.58,-0.415,0.456,1.316,1.046,0.669,0.001,1.37,fear
25538,./data/fear/DE-wav/15a04Ab.wav,52.87,1.4,0.845,-0.627,-0.779,-0.334,-0.717,-0.181,-0.507,0.025,-0.32,-0.005,0.219,1.83,fear
25539,./data/fear/DE-wav/13a02Ad.wav,49.927,2.189,0.947,-0.359,-0.652,0.105,0.025,-0.362,-0.18,0.416,0.166,0.417,0.535,1.463,fear
25591,./data/fear/DE-wav/11b10Ad.wav,50.44,2.646,1.108,-0.214,-0.463,-0.157,-0.124,-0.137,-0.37,-0.303,-0.405,-0.347,-0.281,2.446,fear
25603,./data/fear/DE-wav/14a04Aa.wav,52.866,-0.335,-0.613,-1.728,-1.16,-0.744,-0.524,-0.401,-0.072,1.241,0.992,0.802,0.383,1.477,fear
25616,./data/fear/DE-wav/13a04Ac.wav,52.178,1.299,0.144,-0.812,-0.581,-0.419,-0.147,0.164,0.409,1.026,0.807,0.531,-0.109,1.531,fear
25619,./data/fear/DE-wav/14a07Aa.wav,47.105,0.864,0.113,-1.193,-0.508,-0.392,-0.126,0.097,0.184,1.544,1.29,0.477,0.018,2.06,fear
25633,./data/fear/DE-wav/14a01Aa.wav,51.057,0.313,0.117,-1.393,-0.434,0.073,-0.523,-0.305,0.219,0.984,0.735,0.483,0.214,1.534,fear
25671,./data/fear/DE-wav/16b01Aa.wav,48.802,-1.209,-0.843,-2.238,-0.687,-0.278,0.433,0.8,1.147,0.742,-0.393,-0.475,-0.079,2.081,fear
25682,./data/fear/DE-wav/15b02Aa.wav,50.577,0.972,-0.273,-1.074,-1.312,-0.512,-0.689,-0.513,-0.449,0.016,-0.018,0.059,0.454,2.966,fear
25685,./data/fear/DE-wav/11a04Ac.wav,50.383,1.056,-0.448,-0.858,-1.49,-0.613,-0.866,-0.496,-0.72,-0.246,-0.277,-0.386,0.033,1.536,fear
25695,./data/fear/DE-wav/10b01Aa.wav,52.517,-0.149,-0.149,-0.815,-1.587,-0.255,0.005,-0.141,-0.227,0.428,0.551,0.711,0.572,2.088,fear
25710,./data/fear/DE-wav/10a01Ac.wav,49.427,0.494,1.932,-0.535,0.228,1.036,-0.37,-0.169,-0.127,-0.071,-0.333,-0.011,-0.051,1.68,fear
25716,./data/fear/DE-wav/14b03Ad.wav,45.944,-0.269,-0.874,-1.892,-1.314,-0.223,-0.563,-0.133,0.602,1.535,1.033,0.297,-0.38,3.503,fear
25730,./data/fear/DE-wav/16b09Ab.wav,47.176,-1.939,-1.563,-2.272,-0.95,-0.597,0.5,1.253,1.362,0.082,-1.284,-0.325,0.625,2.052,fear
25748,./data/fear/DE-wav/14b02Aa.wav,48.064,-0.162,-0.723,-1.314,-0.717,0.043,-0.11,0.309,0.853,1.446,0.606,0.028,-0.262,2.84,fear
25766,./data/fear/DE-wav/15b10Ac.wav,51.344,1.185,0.238,-1.999,-1.275,-0.774,-0.412,-0.571,-0.379,0.305,0.183,0.353,0.541,2.022,fear
25772,./data/fear/DE-wav/12b09Ac.wav,43.44,2.965,0.05,-0.379,-0.006,-0.016,-0.037,0.026,0.049,-0.165,-0.305,-0.192,0.111,2.472,fear
25815,./data/fear/DE-wav/03b10Ab.wav,45.963,0.086,-0.399,-1.652,-1.005,-0.625,-0.274,-0.198,0.378,1.049,0.837,0.492,0.028,2.828,fear
25824,./data/fear/DE-wav/03a05Aa.wav,49.535,0.141,-0.806,-1.782,-1.177,-0.682,-0.444,-0.291,0.204,0.647,0.63,0.416,0.178,3.088,fear
25833,./data/fear/DE-wav/03a04Ad.wav,50.839,-0.755,-0.742,-1.473,-1.3,-0.787,-0.647,-0.285,0.231,0.858,0.792,0.586,0.216,1.505,fear
25836,./data/fear/DE-wav/15b09Ac.wav,51.867,1.82,0.713,-1.732,-1.141,-0.496,-0.434,-0.518,-0.611,-0.016,-0.345,-0.224,0.245,2.419,fear
25838,./data/fear/DE-wav/12b10Ac.wav,50.542,1.637,-0.497,-1.463,-0.764,-0.547,-0.338,-0.222,-0.186,-0.015,0.051,0.332,0.745,2.03,fear
25847,./data/fear/DE-wav/11a07Ac.wav,49.914,0.674,-0.873,-1.583,-1.729,-0.974,-0.759,-0.651,-0.6,-0.053,0.382,0.355,0.445,1.902,fear
25869,./data/fear/DE-wav/12b02Ad.wav,51.33,2.376,0.187,-0.009,-0.396,-0.104,-0.261,-0.275,-0.461,-0.285,-0.21,-0.237,-0.069,2.231,fear
25876,./data/fear/DE-wav/13a01Ac.wav,48.79,0.087,-0.291,-0.432,-0.842,-0.213,0.251,0.4,0.88,1.141,0.483,0.002,-0.188,1.561,fear
25886,./data/fear/DE-wav/13b01Ab.wav,52.048,1.0,0.067,-1.608,-0.52,0.217,0.278,0.445,1.121,1.245,0.536,0.027,-0.177,2.223,fear
25896,./data/fear/DE-wav/09b10Aa.wav,52.047,0.818,-1.145,-2.522,-1.651,-0.67,-0.063,0.408,1.281,1.496,0.416,-0.195,-0.479,1.656,fear
25936,./data/fear/DE-wav/08a01Ab.wav,49.169,-0.349,-0.553,-1.441,-0.794,-0.476,-0.295,0.193,1.044,1.346,0.543,-0.052,-0.311,1.854,fear
25951,./data/fear/DE-wav/03b02Aa.wav,52.565,0.615,-0.349,-0.965,-0.83,-0.384,-0.541,-0.356,-0.16,0.349,0.37,0.512,0.467,3.085,fear
26001,./data/fear/DE-wav/10a07Ad.wav,53.591,1.705,1.298,-1.204,-0.952,0.364,-0.526,-0.54,-0.463,-0.282,-0.541,-0.232,-0.109,1.603,fear
26012,./data/fear/DE-wav/11b09Ad.wav,47.927,2.204,0.561,-0.713,-0.78,-0.347,-0.187,-0.34,-0.605,-0.287,-0.314,-0.253,-0.165,2.764,fear
26013,./data/fear/DE-wav/13a05Aa.wav,52.049,2.266,0.615,-0.952,-0.504,-0.028,0.372,-0.081,-0.072,0.575,0.779,0.823,0.756,2.792,fear
